,model,score_test,accuracy,roc_auc,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,ExtraTreesEntr_BAG_L1,0.8308823529411764,0.9807692307692307,0.8308823529411764,0.4490099009900991,0.032000064849853516,0.04799985885620117,0.27500009536743164,0.032000064849853516,0.04799985885620117,0.27500009536743164,1,True,9
1,ExtraTreesGini_BAG_L1,0.7034313725490196,0.9807692307692307,0.7034313725490196,0.400990099009901,0.03643798828125,0.043999671936035156,0.25248026847839355,0.03643798828125,0.043999671936035156,0.25248026847839355,1,True,8
2,XGBoost_BAG_L1,0.6764705882352942,0.9807692307692307,0.6764705882352942,0.4379950495049505,0.11299943923950195,0.028000354766845703,0.949998140335083,0.11299943923950195,0.028000354766845703,0.949998140335083,1,True,10
3,NeuralNetTorch_BAG_L1,0.6274509803921569,0.9807692307692307,0.6274509803921569,0.571039603960396,0.1925983428955078,0.15399956703186035,2.789254903793335,0.1925983428955078,0.15399956703186035,2.789254903793335,1,True,11
4,WeightedEnsemble_L2,0.6274509803921569,0.9807692307692307,0.6274509803921569,0.571039603960396,0.19359803199768066,0.15399956703186035,2.9372549057006836,0.0009996891021728516,0.0,0.14800000190734863,2,True,13
5,RandomForestGini_BAG_L1,0.49754901960784315,0.9807692307692307,0.49754901960784315,0.43230198019801985,0.04902482032775879,0.04400062561035156,0.2590055465698242,0.04902482032775879,0.04400062561035156,0.2590055465698242,1,True,5
6,KNeighborsUnif_BAG_L1,0.45098039215686275,0.9807692307692307,0.45098039215686275,0.5013613861386139,0.018000364303588867,0.014949798583984375,0.009050130844116211,0.018000364303588867,0.014949798583984375,0.009050130844116211,1,True,1
7,KNeighborsDist_BAG_L1,0.45098039215686275,0.9807692307692307,0.45098039215686275,0.49938118811881194,0.025998830795288086,0.01799917221069336,0.017000913619995117,0.025998830795288086,0.01799917221069336,0.017000913619995117,1,True,2
8,RandomForestEntr_BAG_L1,0.45098039215686275,0.9807692307692307,0.45098039215686275,0.4488861386138614,0.046974897384643555,0.05300092697143555,0.24099946022033691,0.046974897384643555,0.05300092697143555,0.24099946022033691,1,True,6
9,LightGBM_BAG_L1,0.43137254901960786,0.9807692307692307,0.43137254901960786,0.5486386138613861,0.04900002479553223,0.017999649047851562,0.9509987831115723,0.04900002479553223,0.017999649047851562,0.9509987831115723,1,True,4
10,LightGBMXT_BAG_L1,0.39215686274509803,0.9807692307692307,0.39215686274509803,0.5431930693069307,0.05099964141845703,0.017999649047851562,0.8089985847473145,0.05099964141845703,0.017999649047851562,0.8089985847473145,1,True,3
11,LightGBMLarge_BAG_L1,0.2671568627450981,0.9807692307692307,0.2671568627450981,0.564108910891089,0.04300236701965332,0.018997907638549805,1.1969966888427734,0.04300236701965332,0.018997907638549805,1.1969966888427734,1,True,12
12,CatBoost_BAG_L1,0.2450980392156863,0.9807692307692307,0.2450980392156863,0.43490099009900995,0.05838656425476074,0.03699922561645508,10.168981552124023,0.05838656425476074,0.03699922561645508,10.168981552124023,1,True,7
