,model,score_test,accuracy,roc_auc,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,RandomForestGini_BAG_L1,0.7995049504950495,0.9619047619047619,0.7995049504950495,0.620861391694725,0.059999942779541016,0.04700112342834473,0.27782487869262695,0.059999942779541016,0.04700112342834473,0.27782487869262695,1,True,5
1,LightGBMXT_BAG_L1,0.745049504950495,0.9619047619047619,0.745049504950495,0.7499298540965207,0.014999866485595703,0.02199864387512207,0.42705488204956055,0.014999866485595703,0.02199864387512207,0.42705488204956055,1,True,3
2,RandomForestEntr_BAG_L1,0.7413366336633663,0.9619047619047619,0.7413366336633663,0.6567760942760943,0.04791116714477539,0.05099940299987793,0.32886171340942383,0.04791116714477539,0.05099940299987793,0.32886171340942383,1,True,6
3,WeightedEnsemble_L2,0.7326732673267327,0.9619047619047619,0.7326732673267327,0.8049943883277216,0.32207179069519043,0.31600332260131836,16.900145530700684,0.0010004043579101562,0.0,0.1549997329711914,2,True,13
4,ExtraTreesEntr_BAG_L1,0.719059405940594,0.9619047619047619,0.719059405940594,0.6947250280583613,0.047007083892822266,0.04400014877319336,0.288999080657959,0.047007083892822266,0.04400014877319336,0.288999080657959,1,True,9
5,ExtraTreesGini_BAG_L1,0.7178217821782178,0.9619047619047619,0.7178217821782178,0.7013888888888888,0.04694056510925293,0.04529762268066406,0.24699974060058594,0.04694056510925293,0.04529762268066406,0.24699974060058594,1,True,8
6,NeuralNetTorch_BAG_L1,0.6782178217821782,0.9619047619047619,0.6782178217821782,0.6914983164983165,0.2250652313232422,0.19499969482421875,2.683288097381592,0.2250652313232422,0.19499969482421875,2.683288097381592,1,True,11
7,KNeighborsUnif_BAG_L1,0.6683168316831684,0.9619047619047619,0.6683168316831684,0.5436307519640853,0.021000146865844727,0.05399966239929199,0.00899958610534668,0.021000146865844727,0.05399966239929199,0.00899958610534668,1,True,1
8,KNeighborsDist_BAG_L1,0.6608910891089109,0.9619047619047619,0.6608910891089109,0.5470679012345678,0.013998985290527344,0.017999649047851562,0.021000385284423828,0.013998985290527344,0.017999649047851562,0.021000385284423828,1,True,2
9,XGBoost_BAG_L1,0.6485148514851485,0.9619047619047619,0.6485148514851485,0.6580387205387205,0.11600017547607422,0.02200031280517578,1.0779972076416016,0.11600017547607422,0.02200031280517578,1.0779972076416016,1,True,10
10,CatBoost_BAG_L1,0.6336633663366337,0.9619047619047619,0.6336633663366337,0.7477553310886644,0.03400850296020508,0.040000200271606445,11.820806741714478,0.03400850296020508,0.040000200271606445,11.820806741714478,1,True,7
11,LightGBM_BAG_L1,0.6064356435643564,0.9619047619047619,0.6064356435643564,0.6980920314253647,0.017999887466430664,0.02299976348876953,0.48399877548217773,0.017999887466430664,0.02299976348876953,0.48399877548217773,1,True,4
12,LightGBMLarge_BAG_L1,0.3910891089108911,0.9619047619047619,0.3910891089108911,0.5885942760942761,0.014998912811279297,0.01800537109375,1.3089969158172607,0.014998912811279297,0.01800537109375,1.3089969158172607,1,True,12
