,model,score_test,accuracy,roc_auc,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT_BAG_L1,0.622,0.9523809523809523,0.622,0.7904353710805324,0.026963472366333008,0.019001245498657227,0.41301393508911133,0.026963472366333008,0.019001245498657227,0.41301393508911133,1,True,3
1,WeightedEnsemble_L2,0.5860000000000001,0.9523809523809523,0.5860000000000001,0.8944281524926686,0.3174121379852295,0.276996374130249,5.354974746704102,0.0009996891021728516,0.00099945068359375,0.15799975395202637,2,True,13
2,LightGBM_BAG_L1,0.5640000000000001,0.9523809523809523,0.5640000000000001,0.8125422964132643,0.020999670028686523,0.020998716354370117,0.4386005401611328,0.020999670028686523,0.020998716354370117,0.4386005401611328,1,True,4
3,CatBoost_BAG_L1,0.502,0.9523809523809523,0.502,0.718475073313783,0.09000039100646973,0.042996883392333984,10.588760375976562,0.09000039100646973,0.042996883392333984,10.588760375976562,1,True,7
4,ExtraTreesEntr_BAG_L1,0.5,0.9523809523809523,0.5,0.5774870290999323,0.04799985885620117,0.04800057411193848,0.2609996795654297,0.04799985885620117,0.04800057411193848,0.2609996795654297,1,True,9
5,RandomForestEntr_BAG_L1,0.493,0.9523809523809523,0.493,0.6945635010151139,0.048000335693359375,0.04800057411193848,0.2859992980957031,0.048000335693359375,0.04800057411193848,0.2859992980957031,1,True,6
6,RandomForestGini_BAG_L1,0.472,0.9523809523809523,0.472,0.690615835777126,0.06099963188171387,0.045000314712524414,0.29198503494262695,0.06099963188171387,0.045000314712524414,0.29198503494262695,1,True,5
7,LightGBMLarge_BAG_L1,0.45799999999999996,0.9523809523809523,0.45799999999999996,0.7483645386871194,0.01799917221069336,0.01799774169921875,1.2499971389770508,0.01799917221069336,0.01799774169921875,1.2499971389770508,1,True,12
8,KNeighborsDist_BAG_L1,0.445,0.9523809523809523,0.445,0.6272276110985789,0.013000249862670898,0.017999887466430664,0.017000198364257812,0.013000249862670898,0.017999887466430664,0.017000198364257812,1,True,2
9,KNeighborsUnif_BAG_L1,0.445,0.9523809523809523,0.445,0.6272276110985789,0.020653724670410156,0.05699872970581055,0.009999752044677734,0.020653724670410156,0.05699872970581055,0.009999752044677734,1,True,1
10,XGBoost_BAG_L1,0.434,0.9523809523809523,0.434,0.7139634558989398,0.12199950218200684,0.02400040626525879,1.0009987354278564,0.12199950218200684,0.02400040626525879,1.0009987354278564,1,True,10
11,NeuralNetTorch_BAG_L1,0.42999999999999994,0.9523809523809523,0.42999999999999994,0.5804195804195804,0.23744988441467285,0.19999933242797852,3.0783631801605225,0.23744988441467285,0.19999933242797852,3.0783631801605225,1,True,11
12,ExtraTreesGini_BAG_L1,0.357,0.9523809523809523,0.357,0.5838032934807129,0.03699970245361328,0.04499983787536621,0.2751307487487793,0.03699970245361328,0.04499983787536621,0.2751307487487793,1,True,8
