,model,score_test,accuracy,roc_auc,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,NeuralNetTorch_BAG_L1,0.7475247524752475,0.9619047619047619,0.7475247524752475,0.5046182266009852,0.312999963760376,0.19700026512145996,2.214995861053467,0.312999963760376,0.19700026512145996,2.214995861053467,1,True,11
1,ExtraTreesEntr_BAG_L1,0.7215346534653466,0.9619047619047619,0.7215346534653466,0.30003078817733986,0.048737287521362305,0.047998905181884766,0.2800006866455078,0.048737287521362305,0.047998905181884766,0.2800006866455078,1,True,9
2,ExtraTreesGini_BAG_L1,0.7165841584158417,0.9619047619047619,0.7165841584158417,0.4133312807881774,0.04418444633483887,0.04600024223327637,0.26999926567077637,0.04418444633483887,0.04600024223327637,0.26999926567077637,1,True,8
3,RandomForestEntr_BAG_L1,0.6844059405940595,0.9619047619047619,0.6844059405940595,0.26108374384236455,0.04800009727478027,0.04400181770324707,0.25218892097473145,0.04800009727478027,0.04400181770324707,0.25218892097473145,1,True,6
4,RandomForestGini_BAG_L1,0.6782178217821782,0.9619047619047619,0.6782178217821782,0.32681650246305416,0.059999704360961914,0.04500317573547363,0.27072978019714355,0.059999704360961914,0.04500317573547363,0.27072978019714355,1,True,5
5,CatBoost_BAG_L1,0.6658415841584159,0.9619047619047619,0.6658415841584159,0.43349753694581283,0.06268858909606934,0.03599667549133301,11.20221495628357,0.06268858909606934,0.03599667549133301,11.20221495628357,1,True,7
6,XGBoost_BAG_L1,0.6089108910891089,0.9619047619047619,0.6089108910891089,0.4541256157635468,0.10999941825866699,0.024001598358154297,1.3049969673156738,0.10999941825866699,0.024001598358154297,1.3049969673156738,1,True,10
7,LightGBM_BAG_L1,0.5334158415841584,0.9619047619047619,0.5334158415841584,0.41440886699507384,0.05699968338012695,0.01800060272216797,0.8877899646759033,0.05699968338012695,0.01800060272216797,0.8877899646759033,1,True,4
8,LightGBMLarge_BAG_L1,0.4975247524752476,0.9619047619047619,0.4975247524752476,0.49076354679802947,0.06599903106689453,0.02400040626525879,1.2049975395202637,0.06599903106689453,0.02400040626525879,1.2049975395202637,1,True,12
9,KNeighborsUnif_BAG_L1,0.4504950495049505,0.9619047619047619,0.4504950495049505,0.5303263546798029,0.009000062942504883,0.018999099731445312,0.011000633239746094,0.009000062942504883,0.018999099731445312,0.011000633239746094,1,True,1
10,WeightedEnsemble_L2,0.4504950495049505,0.9619047619047619,0.4504950495049505,0.5303263546798029,0.01100015640258789,0.019999027252197266,0.15800046920776367,0.002000093460083008,0.0009999275207519531,0.14699983596801758,2,True,13
11,KNeighborsDist_BAG_L1,0.4504950495049505,0.9619047619047619,0.4504950495049505,0.5277093596059114,0.02299976348876953,0.017000675201416016,0.018999576568603516,0.02299976348876953,0.017000675201416016,0.018999576568603516,1,True,2
12,LightGBMXT_BAG_L1,0.4121287128712871,0.9619047619047619,0.4121287128712871,0.5110837438423645,0.05500006675720215,0.021847963333129883,0.44034624099731445,0.05500006675720215,0.021847963333129883,0.44034624099731445,1,True,3
